film_idx,title,year,9_how_realistic_did_you_find_the_dialogue_in_the_movie,1_how_many_protagonists_were_there_a_protagonist_is_the_person_or_enti,3_approximately_how_many_named_side_characters_are_in_this_movie_feel,5_if_you_checked_any_of_the_above_how_relevant_are_these_aspect_s_of_t,8a_how_likable_was_this_protagonist_by_likable_we_mean_easy_to_relate,8b_how_competent_was_this_protagonist_by_competent_we_mean_effective_a,11_how_real_did_this_protagonist_feel_to_you,12_how_emotionally_invested_were_you_in_this_protagonist,13_how_relatable_did_you_find_this_protagonist,5_in_your_opinion_how_would_you_rate_the_quality_of_the_character_writ,3_how_realistic_was_the_world_of_the_movie_by_realistic_we_mean_plausi,5_how_fantastical_was_the_world_of_the_movies_by_fantastical_we_mean_a,6_how_science_fictional_was_the_world_of_the_movie_by_science_fictiona,7_overall_how_relevant_was_world_building_to_the_movie_world_building,8_how_many_major_settings_does_the_movie_contain_here_we_re_asking_you,4_how_immersive_did_you_find_this_setting_by_immersive_we_mean_fully_r,5_in_your_opinion_how_would_you_rate_the_quality_of_the_setting_and_wo,7_on_the_whole_how_would_you_describe_the_pace_of_the_movie_pace_is_th,12a_on_a_scale_of_1_entirely_unresolved_to_7_entirely_resolved,12b_on_a_scale_of_1_very_unsurprising_predictable_to_7_very_surprising,12c_on_a_scale_of_1_very_confusing_to_7_very_easy_to_understand,19_how_convincing_did_you_find_the_plot_by_convincing_we_mean_believab,3_how_evocative_did_you_find_the_visual_style_by_evocative_we_mean_aff,4_how_interesting_did_you_find_the_visual_style_by_interesting_we_mean,7_now_let_s_talk_pun_intended_about_dialogue_in_your_opinion_how_was_t,8_how_engaging_did_you_find_the_dialogue_in_the_movie,5_to_what_extent_did_you_feel_moved_by_this_movie_on_an_emotional_basi,13_how_much_did_you_like_the_score,8c_how_proactive_was_this_protagonist_by_proactive_we_mean_motivated_a,plot_driven,character_driven,character_development,opening_hook,time_linearity,plot_linearity,ending_reversal
49572,Kamaraj (film),2004.0,5.0,1.0,10.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,2.0,4.0,5.0,6.0,3.0,6.0,3.0,5.0,6.0,6.0,5.0,4.0,6.0,4.0,5.0,5.0,4,4,6.0,2,2,3.5,2
49573,Mixed Kebab,2012.0,5.0,2.0,10.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,1.0,1.0,2.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,4.0,5.0,4.0,5,5,6.0,4,2,2.0,2
49574,Decoy (1995 film),1995.0,3.0,3.0,5.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,4,2,2.0,3,1,1.5,2
49575,The Truth About Mother Goose,1957.0,5.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,7.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,1.0,2,1,1.0,1,2,1.5,1
49576,Aadhalal Kadhal Seiveer,2013.0,6.0,2.0,5.0,5.0,3.0,2.0,6.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,4.0,6.0,3.0,4,4,5.0,4,1,2.0,3
49577,Meet Monica Velour,2010.0,5.0,2.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,4,4,5.0,3,1,1.5,2
49578,51 Degrees North,2014.0,5.0,1.0,5.0,4.0,5.0,4.0,5.0,6.0,6.0,5.0,3.0,2.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,6.0,6.0,3.0,5.0,4.0,5.0,5.0,4,5,6.0,5,1,1.5,3
49579,The Merchant of Venice (1923 film),1923.0,4.0,4.0,10.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,4.0,5.0,5.0,3.0,7.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,5,5,4.0,4,1,2.0,3
49580,A German Robinson Crusoe,1940.0,5.0,1.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5,4,5.0,3,2,2.0,2
49581,Stranger by Night,1994.0,3.0,2.0,5.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5,4,4.0,4,4,2.5,3
49582,Bobby Yeah,2011.0,1.0,1.0,10.0,1.0,1.0,2.0,2.0,2.0,1.0,7.0,1.0,7.0,2.0,5.0,3.0,6.0,7.0,3.0,1.0,7.0,1.0,1.0,7.0,7.0,2.0,1.0,2.0,5.0,2.0,5,1,3.0,5,4,4.0,3
49583,Kuttrapathirikai,2007.0,3.0,2.0,20.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5,2,3.0,5,2,2.0,2
49584,Bitter Harvest (1993 film),1993.0,2.0,3.0,3.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5,4,2.0,3,4,2.0,3
49585,Daar doer in die bosveld,1951.0,5.0,2.0,10.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,2.0,3,4,4.0,4,1,1.0,2
49586,Killing Heat,1982.0,4.0,1.0,5.0,5.0,2.0,1.0,4.0,3.0,3.0,5.0,4.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,5,5,3.0,4,1,1.5,3
49587,Boy Pick-Up: The Movie,2012.0,3.0,2.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,4,4,5.0,3,1,1.5,3
49588,Sarocharu,2012.0,3.0,3.0,5.0,1.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4,4,5.0,4,1,2.0,3
49589,Get Married 3,2011.0,5.0,2.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,7.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4,5,5.0,2,1,1.0,2
49590,Boots and Saddles (film),1937.0,5.0,3.0,10.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,7.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5,4,5.0,3,1,1.5,3
49591,"A Woman, Her Men, and Her Futon",1992.0,5.0,1.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,7.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,3,4,5.0,2,1,1.5,3
49592,Anbulla Kadhalukku,1999.0,5.0,1.0,4.0,3.0,5.0,3.0,6.0,6.0,6.0,5.0,5.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,7.0,3.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,3,5,6.0,2,1,1.5,2
49593,Arjun Pandit (1999 film),1999.0,3.0,2.0,10.0,5.0,2.0,3.0,5.0,5.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,7.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,5,5,6.0,4,4,3.5,3
49594,Anna Karenina (1918 film),1918.0,5.0,1.0,10.0,5.0,4.0,2.0,6.0,6.0,5.0,5.0,6.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,1.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,2.0,4,5,6.0,4,1,1.5,3
49595,Oliver Twist (1919 film),1919.0,5.0,1.0,10.0,5.0,5.0,3.0,6.0,6.0,6.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,7.0,2.0,6.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4,4,6.0,3,1,1.0,3
49596,Ballad in Blue,1965.0,2.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,3,3,3.0,2,1,1.5,1
49597,Rajakali Amman,2000.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,6.0,1.0,3.0,3.0,5.0,5.0,3.0,6.0,3.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,5,4,5.0,3,1,2.0,3
49598,The Dish &amp; the Spoon,2011.0,5.0,2.0,5.0,5.0,3.0,2.0,6.0,6.0,5.0,5.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,6.0,3.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,3.0,5,5,6.0,4,1,1.5,3
49599,"I, Madman",1989.0,4.0,2.0,10.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,6.0,6.0,3.0,4.0,3.0,5.0,3.0,5,4,5.0,5,4,2.0,3
49600,Radar Secret Service,1950.0,4.0,3.0,10.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,7.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,2.0,5,2,1.0,4,1,1.5,3
49601,Yathrakkoduvil,2013.0,5.0,6.0,10.0,2.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,5.0,3.0,6.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,2.0,4,3,4.0,2,1,1.0,1
49602,Benvenuti al Nord,2012.0,5.0,2.0,15.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,6.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,5,3,4.0,2,1,1.5,2
49603,Aval Sumangalithan,1985.0,5.0,3.0,10.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,1.0,1.0,1.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,7.0,5.0,5.0,4.0,5,5,5.0,2,1,2.0,3
49604,Enakkoru Magan Pirappan,1996.0,5.0,2.0,6.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4,4,5.0,3,1,1.5,3
49605,Ettupatti Rasa,1997.0,5.0,1.0,8.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4,4,5.0,4,2,2.0,3
49606,Gajendra (2004 film),2004.0,3.0,1.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,4.0,5.0,5.0,3.0,7.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5,5,6.0,4,4,3.5,3
49607,Jaihind (1994 film),1994.0,3.0,3.0,10.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,5,3,3.0,3,1,1.0,1
49608,Kannukku Kannaga,2000.0,3.0,3.0,10.0,5.0,4.0,3.0,5.0,6.0,5.0,5.0,3.0,2.0,1.0,1.0,3.0,4.0,5.0,3.0,5.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,2.0,3.0,4,5,5.0,4,2,2.0,3
49609,Karmegham,2002.0,3.0,3.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,4,4,6.0,2,1,1.5,3
49610,Kattumarakaran,1995.0,5.0,2.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,2.0,2.0,4.0,5.0,3.0,7.0,3.0,6.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,3,4,5.0,4,1,1.0,2
49611,Moovendhar,1998.0,3.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,4,4,5.0,4,1,2.0,2
49612,Parambarai,1996.0,4.0,2.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,7.0,2.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5,4,6.0,5,2,2.0,3
49613,Sena (film),2003.0,3.0,2.0,10.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,5,4,4.0,4,1,1.5,3
49614,Sikaram,1991.0,5.0,4.0,8.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,7.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,5,4,5.0,2,4,2.5,3
49615,Subash (film),1996.0,4.0,1.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,6.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5,4,6.0,4,2,2.5,3
49616,Swarnamukhi (film),1998.0,5.0,1.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,6.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4,4,5.0,4,1,1.5,3
49617,Thiruppu Munai,1989.0,3.0,3.0,10.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,6.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,6.0,4.0,5,4,5.0,4,1,2.0,3
49618,Ulle Veliye,1993.0,3.0,2.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,6.0,5.0,4.0,3.0,5.0,5.0,2.0,3.0,4.0,5.0,4.0,5,4,6.0,4,1,2.0,3
49619,Uthama Purushan,1989.0,5.0,1.0,20.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,4.0,4.0,5.0,3.0,7.0,5.0,5.0,4.0,6.0,6.0,4.0,6.0,4.0,5.0,4.0,5,4,6.0,4,1,2.0,3
49620,Vanaja Girija,1994.0,5.0,4.0,5.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,6.0,3.0,2.0,4.0,4,3,3.0,2,1,1.5,1
49621,Vedan,1993.0,4.0,2.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5,3,5.0,5,1,1.5,2
49622,Athiradi Padai,1994.0,2.0,2.0,10.0,5.0,4.0,3.0,3.0,5.0,5.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,5.0,5.0,2.0,3.0,2.0,2.0,4.0,5,5,6.0,5,4,3.5,3
49623,Kanmani (film),1994.0,3.0,4.0,10.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,4,3,3.0,4,1,2.0,1
49624,The Power of Love (film),1922.0,3.0,2.0,5.0,1.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,7.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4,4,5.0,4,1,1.5,3
49625,Police Aur Mujrim,1992.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,6.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,5,3,5.0,4,1,1.5,3
49626,Mexicali Rose (1939 film),1939.0,4.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,7.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5,4,5.0,3,1,1.5,3
49627,In Search of Lovecraft,2008.0,3.0,2.0,5.0,1.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,6.0,2.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,2.0,5.0,4.0,4,4,5.0,4,1,1.5,3
49628,The Neighbors (2012 film),2012.0,4.0,1.0,15.0,3.0,2.0,1.0,5.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,5.0,1.0,5,4,2.0,5,1,1.0,1
49629,Sir Billi,2012.0,2.0,3.0,10.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,5,2,2.0,2,1,1.5,1
49630,Freak Dance (film),2011.0,3.0,2.0,10.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,7.0,3.0,6.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4,4,4.0,2,1,1.0,3
49631,No Entry Pudhe Dhoka Aahey,2012.0,3.0,3.0,5.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,5.0,2.0,4,3,3.0,3,1,1.5,2
49632,Minsan Pa,2004.0,5.0,3.0,10.0,4.0,3.0,3.0,6.0,5.0,5.0,6.0,5.0,1.0,1.0,1.0,3.0,6.0,6.0,3.0,7.0,5.0,6.0,5.0,6.0,7.0,4.0,5.0,4.0,6.0,4.0,4,5,5.0,3,1,1.5,2
49633,Que viva la lucha,2007.0,5.0,3.0,10.0,5.0,5.0,4.0,6.0,5.0,6.0,6.0,5.0,1.0,1.0,3.0,1.0,6.0,6.0,3.0,5.0,3.0,6.0,6.0,6.0,6.0,3.0,5.0,4.0,6.0,4.0,4,4,4.0,3,1,1.5,1
49634,Red Hot Tires (1925 film),1925.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,7.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,5,3,5.0,4,1,1.5,3
49635,Hibakusha (film),2012.0,6.0,1.0,5.0,5.0,5.0,4.0,6.0,7.0,5.0,6.0,6.0,1.0,1.0,2.0,3.0,6.0,6.0,3.0,5.0,3.0,5.0,6.0,6.0,6.0,4.0,6.0,5.0,5.0,4.0,4,5,5.0,4,4,3.5,2
49636,The Invisible War,2012.0,7.0,2.0,10.0,5.0,5.0,4.0,7.0,7.0,6.0,5.0,7.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,3.0,5.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5,5,6.0,5,1,2.0,3
49637,Thunderstruck (2012 film),2012.0,4.0,2.0,10.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,7.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4,4,5.0,3,1,1.0,2
49638,Qué tan lejos,2006.0,6.0,3.0,8.0,5.0,4.0,3.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,4.0,3.0,6.0,6.0,3.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,4.0,6.0,4.0,4,4,5.0,3,1,1.5,2
49639,Prairie Moon,1938.0,5.0,3.0,10.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,7.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5,4,5.0,3,1,1.5,3
49640,Aurat Teri Yehi Kahani,1988.0,3.0,1.0,20.0,5.0,4.0,2.0,5.0,7.0,5.0,3.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,6.0,5.0,2.0,3.0,4.0,5.0,2.0,5,5,6.0,5,1,1.5,3
49641,Surat Kecil untuk Tuhan,2011.0,5.0,1.0,5.0,5.0,5.0,4.0,7.0,7.0,6.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,5.0,3.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,4,5,6.0,4,1,1.5,2
49642,Shutter (2012 film),2012.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,1.0,1.0,2.0,3.0,5.0,6.0,3.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,2.0,3,4,5.0,3,1,1.5,2
49643,Kolangal (1981 film),1981.0,5.0,3.0,6.0,5.0,2.0,2.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,2.0,2.0,5.0,5.0,3.0,2.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0,5,4,3.0,3,1,1.5,3
49644,"Shoot First, Die Later",1974.0,5.0,1.0,20.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,4,4,5.0,4,1,1.5,3
49645,First Love (1978 film),1978.0,5.0,2.0,10.0,3.0,2.0,2.0,5.0,5.0,4.0,5.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,2.0,5,5,5.0,3,1,2.0,3
49646,Maha Shaktimaan,1985.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4,3,5.0,4,1,1.5,3
49647,Revision – Apocalypse II,2009.0,3.0,1.0,5.0,4.0,2.0,1.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,6.0,6.0,3.0,4.0,3.0,5.0,1.0,5,4,5.0,4,4,2.5,3
49648,Searching For Santa!,1925.0,3.0,1.0,5.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,2.0,5.0,4.0,4,2,2.0,3,1,1.0,1
49649,No Babies Wanted,1928.0,5.0,2.0,10.0,5.0,5.0,3.0,6.0,6.0,6.0,5.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,5.0,3.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4,4,5.0,3,1,1.0,3
49650,Amba (film),1990.0,3.0,3.0,10.0,5.0,2.0,2.0,5.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,5,4,6.0,5,1,1.5,3
49651,Do Matwale,1991.0,3.0,3.0,15.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,5,4,5.0,4,1,1.5,3
49652,Rupaye Dus Karod,1991.0,4.0,3.0,10.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,1.0,1.0,1.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5,4,5.0,5,4,2.5,3
49653,Sapnon Ka Mandir,1991.0,3.0,2.0,5.0,2.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,7.0,3.0,6.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,5,4,3.0,4,1,1.0,3
49654,Shankara (1991 film),1991.0,4.0,2.0,5.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,4.0,7.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5,4,5.0,4,1,1.5,3
49655,Yodha (1991 film),1991.0,4.0,3.0,10.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,3.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,6.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5,5,5.0,4,1,1.5,3
49656,Ranadheera,1988.0,4.0,3.0,10.0,3.0,4.0,4.0,5.0,6.0,5.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,7.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5,4,6.0,4,1,1.5,3
