tv_idx,title,year,9_how_realistic_did_you_find_the_dialogue_in_the_movie,1_how_many_protagonists_were_there_a_protagonist_is_the_person_or_enti,3_approximately_how_many_named_side_characters_are_in_this_movie_feel,5_if_you_checked_any_of_the_above_how_relevant_are_these_aspect_s_of_t,8a_how_likable_was_this_protagonist_by_likable_we_mean_easy_to_relate,8b_how_competent_was_this_protagonist_by_competent_we_mean_effective_a,11_how_real_did_this_protagonist_feel_to_you,12_how_emotionally_invested_were_you_in_this_protagonist,13_how_relatable_did_you_find_this_protagonist,5_in_your_opinion_how_would_you_rate_the_quality_of_the_character_writ,3_how_realistic_was_the_world_of_the_movie_by_realistic_we_mean_plausi,5_how_fantastical_was_the_world_of_the_movies_by_fantastical_we_mean_a,6_how_science_fictional_was_the_world_of_the_movie_by_science_fictiona,7_overall_how_relevant_was_world_building_to_the_movie_world_building,8_how_many_major_settings_does_the_movie_contain_here_we_re_asking_you,4_how_immersive_did_you_find_this_setting_by_immersive_we_mean_fully_r,5_in_your_opinion_how_would_you_rate_the_quality_of_the_setting_and_wo,7_on_the_whole_how_would_you_describe_the_pace_of_the_movie_pace_is_th,12a_on_a_scale_of_1_entirely_unresolved_to_7_entirely_resolved,12b_on_a_scale_of_1_very_unsurprising_predictable_to_7_very_surprising,12c_on_a_scale_of_1_very_confusing_to_7_very_easy_to_understand,19_how_convincing_did_you_find_the_plot_by_convincing_we_mean_believab,3_how_evocative_did_you_find_the_visual_style_by_evocative_we_mean_aff,4_how_interesting_did_you_find_the_visual_style_by_interesting_we_mean,7_now_let_s_talk_pun_intended_about_dialogue_in_your_opinion_how_was_t,8_how_engaging_did_you_find_the_dialogue_in_the_movie,5_to_what_extent_did_you_feel_moved_by_this_movie_on_an_emotional_basi,13_how_much_did_you_like_the_score,8c_how_proactive_was_this_protagonist_by_proactive_we_mean_motivated_a,plot_driven,character_driven,character_development,opening_hook,time_linearity,plot_linearity,ending_reversal
22051,The Quiet Season,2019.0,5,3,5,1,3,3,5,5,5,5,5,1,1,3,3,5.0,5,3,3,4,5,5,5,5,3,5,4,5,3,3,4,5,1,1,1.5,2
22052,Saints &amp; Strangers,2025.0,6,3,20,1,4,4,6,5,3,5,6,1,1,5,3,6.0,6,3,6,2,6,6,6,5,4,5,4,5,4,5,2,4,3,1,1.5,2
22053,Sisterhooves Social,2011.0,5,2,5,5,4,3,6,6,5,6,3,1,1,3,3,5.0,5,4,7,3,6,6,6,5,4,5,4,5,4,3,5,5,3,1,1.5,3
22054,The Dog (Fear the Walking Dead),2025.0,5,6,10,3,3,3,5,5,5,5,4,2,5,4,4,5.0,6,4,4,5,3,5,6,5,4,5,4,5,3,4,4,3,5,1,1.5,2
22055,Not Fade Away (Fear the Walking Dead),2025.0,5,5,25,3,4,3,5,5,5,5,5,2,3,5,3,6.0,6,3,3,5,3,5,6,6,4,5,4,5,4,5,4,5,4,1,1.5,3
22056,Cobalt (Fear the Walking Dead),2025.0,5,6,15,3,3,3,5,5,5,5,5,1,5,5,5,5.0,6,4,4,5,3,5,6,6,4,6,4,5,4,5,5,5,5,2,2.5,3
22057,The Good Man (Fear the Walking Dead),2025.0,5,6,20,3,4,4,6,6,5,6,3,2,5,4,5,5.0,6,4,5,5,3,5,6,6,4,6,5,5,4,5,4,5,5,1,1.5,3
22058,Wendy (TV series),2015.0,5,1,20,4,5,3,5,4,5,5,5,2,1,3,1,5.0,5,3,5,2,6,5,5,5,3,5,3,5,4,2,4,5,1,1,1.0,1
22059,Dino: Stay Out!,2025.0,3,2,5,1,3,1,3,4,3,4,2,5,2,2,3,4.0,4,3,3,2,5,2,5,5,4,5,2,5,2,3,1,1,2,1,1.0,2
22060,Dino: The Great Egg-Scape,2025.0,5,1,10,1,4,3,4,5,5,4,2,6,5,3,3,4.0,5,4,7,3,6,3,5,5,4,5,3,5,3,4,2,2,4,1,1.0,2
22061,Every Step You Take (TV series),2015.0,5,3,5,3,5,4,6,6,6,6,5,1,1,2,3,5.0,5,3,6,4,5,5,5,5,4,6,4,5,4,3,5,5,3,1,1.5,2
22062,Beowulf: Return to the Shieldlands,2016.0,5,3,5,3,3,4,5,5,4,5,3,5,2,4,3,5.0,5,3,4,4,4,4,5,5,3,5,3,5,4,4,4,4,4,1,1.5,2
22063,Kalyeserye,2021.0,5,3,20,3,4,3,5,5,5,5,3,2,1,3,3,5.0,5,4,5,3,5,4,5,5,4,5,3,5,4,4,4,4,2,3,2.5,1
22064,Zindagi Abhi Baaki Hai Mere Ghost,2015.0,4,2,20,3,5,4,5,6,6,5,2,6,3,4,3,5.0,5,3,7,5,5,3,6,5,4,5,4,5,4,5,4,5,4,4,2.0,3
22065,Shimmer and Shine,2015.0,4,4,8,1,4,3,3,4,5,5,2,6,5,5,2,5.0,5,3,5,2,6,3,5,5,3,5,1,5,4,4,2,3,2,1,1.0,1
22066,The Time in Between (TV series),2024.0,5,1,25,5,4,4,6,6,6,6,5,2,1,5,5,6.0,6,3,5,5,4,5,6,6,4,6,4,6,5,5,5,6,5,2,1.5,3
22067,Bon Voyage (Gilmore Girls),2025.0,6,2,10,5,5,4,6,6,6,6,5,1,1,3,5,6.0,6,4,7,3,7,5,6,5,4,6,4,6,4,4,5,5,3,1,1.5,2
22068,Black Rose (Turkish TV series),2014.0,5,3,5,5,4,3,6,6,5,5,4,1,1,3,3,5.0,5,3,3,5,4,5,6,5,4,6,4,5,4,5,4,6,5,2,2.0,3
22069,Greenleaf (TV series),2016.0,6,3,30,4,4,4,6,6,5,6,5,1,1,4,2,6.0,6,3,5,5,5,5,6,5,4,6,4,5,4,4,5,6,5,2,2.0,2
22070,Sharktopus vs. Whalewolf,2015.0,2,3,5,1,2,2,2,1,2,3,1,7,6,3,3,3.0,3,3,3,5,2,1,3,3,2,3,1,2,2,5,1,1,4,1,1.5,2
22071,The Village: Achiara's Secret,2016.0,5,2,30,3,4,3,5,5,5,5,5,1,1,4,2,5.0,6,3,5,5,5,5,6,5,4,5,4,6,4,5,4,5,5,1,1.5,3
22072,Thayumanavan (TV series),2015.0,5,2,10,3,4,3,5,5,5,5,4,2,1,2,3,4.0,4,3,5,4,5,4,5,4,3,5,4,5,3,4,4,5,3,1,1.0,2
22073,Parabiosis (Homeland),2025.0,5,5,10,3,3,4,6,6,5,6,5,1,1,4,5,5.0,6,4,5,5,3,5,6,5,4,6,4,5,4,5,4,5,4,2,1.5,3
22074,Better Call Saul (Homeland),2025.0,6,5,10,3,3,3,5,5,5,6,5,1,1,5,5,6.0,6,3,4,5,3,5,6,6,4,6,4,5,4,5,5,5,5,4,2.5,2
22075,Why Is This Night Different?,2025.0,5,4,10,1,3,4,5,5,5,6,4,1,1,3,5,5.0,6,3,3,5,3,5,6,5,4,5,4,5,4,5,4,5,5,4,3.5,3
22076,Deliver Us from Evil (1973 film),1973.0,5,3,6,2,4,4,5,5,5,5,4,1,1,3,3,5.0,5,3,3,5,3,4,5,5,3,5,4,5,4,5,4,5,5,1,1.5,3
22078,Lost Hours,1952.0,5,5,10,5,4,4,5,5,5,5,3,5,6,4,5,5.0,5,4,5,5,3,5,6,5,4,6,4,6,4,5,4,4,4,2,2.0,3
22079,Yeh Vaada Raha (TV series),2015.0,4,4,20,3,3,3,5,5,5,5,3,1,1,3,3,4.0,4,3,3,4,4,4,5,4,3,5,3,5,3,4,4,4,4,2,2.0,1
22080,All About My Mom,2015.0,6,1,10,4,4,3,6,6,6,6,5,1,1,2,3,5.0,5,3,6,4,5,5,5,4,4,5,4,5,3,3,4,5,2,1,1.5,2
22081,Chuck Finn,1999.0,5,3,8,3,5,3,5,5,5,5,3,5,3,5,4,5.0,5,3,6,4,6,4,5,5,3,5,3,5,4,4,4,5,4,1,1.5,2
22084,Virtual Nightmare,2015.0,5,2,10,3,4,3,5,6,5,5,4,5,6,5,3,5.0,6,3,4,5,4,5,6,6,4,5,4,5,4,4,4,6,4,4,2.0,2
22086,Jail Break (Steven Universe),2025.0,5,5,8,4,5,4,6,6,6,6,2,7,6,5,4,6.0,6,4,6,5,5,5,6,7,4,6,4,7,4,5,4,5,5,1,1.0,3
22087,Jay's Jungle,2015.0,5,2,8,1,4,4,4,5,3,5,2,6,4,4,3,5.0,6,3,5,3,6,3,5,5,4,5,2,5,4,2,2,1,1,1,1.0,1
22089,Locked Up (TV series),2016.0,5,1,30,4,4,4,6,6,5,5,5,1,1,3,2,5.0,5,4,4,5,5,5,6,5,4,6,4,6,4,4,4,6,4,1,1.5,2
22090,The Wizard of Lies,2017.0,6,1,10,5,1,1,6,1,1,6,7,1,1,2,3,5.0,5,3,3,5,3,6,6,5,4,5,4,5,1,5,5,1,5,4,3.5,3
22091,Paranormal Mind,2015.0,4,1,25,5,4,4,6,6,5,6,3,5,5,5,3,5.0,6,4,3,5,4,5,6,6,4,6,4,5,5,4,5,6,5,2,1.5,2
22092,SuperMansion,2025.0,5,6,20,1,3,3,5,5,4,5,2,5,5,5,2,5.0,5,3,5,5,4,3,5,5,4,6,2,5,3,5,3,3,2,1,1.5,2
22093,Tu volverás (TV series),2020.0,5,4,20,4,5,4,5,6,5,6,5,1,1,4,3,5.0,5,3,6,4,5,5,6,5,4,6,4,5,4,4,5,6,5,2,1.5,3
22094,Wish I May (TV series),2016.0,5,2,10,3,4,3,6,6,6,5,4,2,2,2,3,4.0,4,3,4,4,4,5,5,4,3,5,4,5,3,3,4,5,4,2,2.0,2
22095,"Ruff-Ruff, Tweet and Dave",2015.0,5,3,10,1,3,3,3,2,3,3,3,2,1,2,2,3.0,4,3,5,2,6,5,3,3,3,4,2,5,2,2,1,1,1,1,1.0,1
22096,Reba (TV series),2001.0,5,1,10,4,5,4,6,5,6,5,5,1,1,2,1,5.0,5,3,5,3,6,5,5,3,4,6,3,5,4,3,4,5,4,1,1.0,1
22097,Mr. Right Wanted,2014.0,5,2,15,3,4,4,6,5,6,5,5,1,1,3,3,4.0,5,3,5,3,5,5,5,5,4,5,3,5,4,4,5,5,3,1,1.5,2
22098,She's in the Army Now,1981.0,5,5,5,4,5,3,5,5,5,5,5,1,1,3,2,5.0,5,3,6,3,6,5,5,5,3,5,3,5,4,3,4,5,2,1,1.0,2
22099,The Romeo Section,2015.0,5,1,25,3,3,4,5,5,2,5,5,2,1,4,2,5.0,6,3,4,5,4,5,5,5,4,5,3,5,4,5,3,4,4,1,1.5,2
22100,Eps1.0 hellofriend.mov,2025.0,6,1,10,5,3,4,7,6,6,6,5,1,3,4,5,6.0,6,3,3,6,3,6,7,6,4,6,4,6,4,5,5,5,5,4,2.5,3
22101,Imperium: Pompeii,2007.0,5,4,20,3,4,4,5,6,5,5,5,3,1,4,4,5.0,5,4,5,3,5,5,6,5,4,5,4,5,4,5,4,5,4,1,2.0,3
22102,The Merchant: Gaekju 2015,2016.0,6,1,30,3,5,5,6,6,6,6,6,2,1,5,3,6.0,6,3,6,4,6,6,6,5,4,6,4,6,5,4,4,6,2,1,1.5,2
22103,Captain of Destiny,2015.0,3,3,10,1,4,4,5,6,3,5,2,6,6,5,4,6.0,6,4,6,5,3,2,6,6,4,5,4,5,5,5,3,5,5,4,3.5,1
22106,Gilmore Girls season 7,2023.0,5,4,20,3,3,3,5,5,5,5,5,1,1,3,5,5.0,5,3,5,3,5,5,5,5,4,6,4,5,4,4,5,5,3,1,2.0,2
22107,Ramadan Roundup,2020.0,6,1,5,5,4,4,6,5,6,5,6,1,1,4,2,4.0,6,3,5,3,6,6,5,5,4,5,4,5,4,2,2,3,1,1,1.0,1
22109,Pirate Express,2018.0,3,2,5,1,4,3,4,5,4,5,2,6,4,4,3,5.0,5,3,5,5,5,2,5,5,3,5,2,5,4,4,2,2,4,1,1.5,1
22110,Tomorrow When the War Began (TV series),2019.0,5,8,20,3,4,4,6,5,6,6,5,2,2,4,3,5.0,6,4,5,5,5,5,6,5,4,6,4,5,4,5,4,5,5,1,1.5,2
22111,Feed the Beast (TV series),2016.0,5,2,25,3,4,3,6,5,5,5,5,1,1,3,3,5.0,5,3,5,4,5,4,5,5,4,5,3,5,4,4,4,5,4,1,1.5,2
22113,This Life (2015 TV series),2015.0,6,1,30,5,5,4,6,6,6,6,6,1,1,2,2,5.0,5,3,5,5,6,6,6,5,4,6,5,6,4,3,5,6,4,2,1.5,3
22114,Bitmeyen Şarkı,2025.0,5,2,20,5,4,3,6,6,5,5,4,1,1,3,3,5.0,5,3,3,5,5,5,5,5,4,5,4,5,4,4,5,5,4,1,1.5,2
22115,"The King's Daughter, Soo Baek-hyang",2013.0,5,5,8,3,3,4,5,5,5,5,3,2,1,4,4,5.0,5,3,4,5,4,5,5,5,3,5,4,5,3,5,4,5,4,4,2.5,2
22116,Tum Saath Ho Jab Apne,2018.0,5,4,5,5,4,3,5,5,5,5,5,1,1,3,3,5.0,5,3,7,4,4,4,5,4,4,5,4,5,4,4,5,5,3,1,1.5,3
22117,Kis Desh Mein Hai Meraa Dil,2015.0,5,2,20,3,4,4,5,6,6,5,4,2,1,2,2,4.0,4,3,6,2,6,5,5,4,4,5,4,5,4,3,4,4,2,1,1.0,3
22118,Olmos y Robles,2015.0,5,2,20,3,4,4,5,5,5,5,5,1,1,3,2,5.0,5,3,6,4,5,5,5,5,4,5,3,5,4,5,3,4,4,1,1.5,3
22119,Historia de un clan,2015.0,5,3,20,1,1,4,6,3,2,6,6,1,1,4,2,5.0,6,3,5,5,5,6,6,5,4,6,4,6,4,4,4,3,4,1,1.5,3
22120,Moomin (1990 TV series),1990.0,5,5,20,1,5,4,5,5,5,6,2,6,5,5,4,6.0,7,3,6,3,6,5,6,6,4,5,4,5,3,4,3,3,2,1,1.5,1
22121,After War Gundam X,1996.0,5,3,30,4,4,4,5,5,5,6,3,6,6,5,3,6.0,6,3,5,5,4,5,6,6,4,5,4,6,4,5,4,5,4,1,1.5,2
22122,Dentist (Adventure Time),2025.0,3,2,3,2,4,3,3,5,5,5,1,7,6,4,3,5.0,7,4,5,5,5,3,6,6,4,5,3,5,4,4,3,3,4,1,1.0,2
22123,Love Yunge from the Desert,2015.0,5,2,30,5,4,4,5,6,5,6,3,5,1,5,4,6.0,6,4,5,5,3,5,6,6,4,5,4,5,4,5,5,6,4,2,2.5,3
22125,Chumballs,2009.0,5,4,5,3,5,4,5,6,5,5,5,5,6,5,2,5.0,6,4,5,5,5,5,6,6,4,5,4,6,5,5,3,5,4,1,1.5,2
22126,Adhuri Kahaani Hamari,2016.0,2,3,20,3,3,4,3,5,3,4,1,7,5,5,4,5.0,5,3,7,5,3,2,5,5,3,5,3,5,5,5,4,6,5,4,3.5,3
22127,Uravugal,2020.0,5,4,10,5,3,3,5,5,5,5,5,1,1,3,3,5.0,5,3,5,3,3,5,5,5,3,5,4,5,3,5,5,5,3,2,2.5,2
22128,Khabardaar,2017.0,5,6,20,1,3,4,3,2,4,4,5,1,1,1,2,3.0,3,3,5,2,6,3,4,3,4,6,2,5,2,2,1,1,1,1,1.0,1
22129,Battle of Changsha (TV series),2014.0,6,3,20,5,5,4,6,6,6,6,6,1,1,5,3,6.0,7,3,5,5,5,6,6,6,4,6,5,6,4,5,5,6,5,1,1.5,3
22130,Bubble Gum (TV series),2015.0,5,4,5,3,4,4,5,5,4,5,5,1,1,2,3,5.0,5,3,5,3,5,5,5,5,4,5,4,5,3,3,4,5,2,1,1.5,1
22131,Sweet Baby (Scandal),2025.0,5,5,7,5,5,5,5,6,5,6,4,1,1,4,4,5.0,6,4,6,4,5,5,6,5,4,6,4,6,4,5,5,5,5,1,1.5,2
22132,Bodies of Evidence (TV series),2015.0,5,5,5,3,4,4,5,5,5,5,5,1,1,2,2,4.0,4,3,4,3,6,5,5,4,3,5,3,5,4,4,4,3,2,1,1.0,1
22133,State Fair (1976 film),2025.0,5,4,10,1,4,3,5,5,5,5,5,1,1,3,3,5.0,5,3,5,3,6,5,5,5,3,5,3,5,3,3,4,3,2,1,1.5,2
22134,Stunning and Brave,2025.0,3,5,15,5,2,2,4,4,3,5,3,1,1,4,3,5.0,5,4,3,5,3,3,5,5,4,5,2,5,4,5,4,3,5,1,2.0,2
22135,CSI: Cyber season 1,2025.0,5,5,10,1,4,4,5,4,4,4,4,2,4,4,3,5.0,5,3,4,3,5,4,5,5,3,5,2,5,5,5,3,3,4,1,1.5,1
22136,Trapped (Icelandic TV series),2019.0,5,1,30,1,3,4,6,5,4,5,6,1,1,4,2,5.0,6,3,5,5,5,5,6,5,4,5,4,5,4,4,2,4,5,1,1.0,2
22137,Thyagam (TV series),2020.0,5,1,10,5,5,4,5,6,5,5,5,1,1,2,3,4.0,5,3,7,2,5,5,5,4,3,5,4,5,4,3,4,5,2,1,1.5,3
22138,Cradle to Grave,2015.0,6,4,20,3,4,3,6,5,6,6,6,1,1,4,3,6.0,6,3,5,3,5,6,6,6,4,6,4,6,3,4,4,5,3,1,1.5,2
22139,The Greatest Story Ever Told (Aqua Teen Hunger Force Forever),2025.0,5,4,20,2,2,2,3,3,2,5,2,7,7,5,4,3.0,5,3,3,5,2,2,5,5,4,5,1,5,2,5,3,1,5,4,3.5,2
22140,Man from Guangdong,1991.0,5,5,10,3,4,3,5,5,5,6,5,1,1,4,4,5.0,6,3,3,4,5,5,6,5,4,5,4,5,4,4,4,5,3,2,2.0,2
22141,The Adventures of Figaro Pho,2016.0,1,2,5,1,4,3,4,5,3,5,3,5,2,3,2,5.0,5,4,5,3,6,5,6,6,2,1,2,6,3,2,1,2,1,1,1.0,1
22142,The Secret Service Agent's Memories,2011.0,5,1,20,3,4,5,5,5,5,5,3,3,1,5,4,5.0,6,4,5,5,3,4,5,5,4,5,3,5,5,5,3,5,5,1,1.5,1
22143,CSI: Cyber season 2,2025.0,5,2,20,3,4,4,5,5,5,5,5,2,3,4,5,5.0,5,4,4,4,5,4,5,5,3,5,2,5,4,5,4,4,4,1,3.5,2
22144,Sliding Bobs,2025.0,5,5,5,3,4,2,5,5,5,5,3,2,1,3,2,4.0,4,3,5,5,5,5,5,5,4,5,3,5,2,2,4,2,3,4,2.5,1
22145,"The Cook, the Steve, the Gayle, &amp; Her Lover",2025.0,5,5,10,1,3,3,5,4,5,5,3,1,1,3,3,5.0,5,3,5,5,5,5,5,5,4,5,2,5,4,4,4,3,2,1,1.5,2
22146,The Hauntening,2025.0,5,4,10,1,4,3,5,5,5,5,3,3,1,3,2,5.0,5,3,7,3,6,5,5,5,4,6,2,5,4,4,4,2,5,1,2.0,3
22147,Sexy Dance Healing,2025.0,5,2,5,1,4,4,5,5,5,5,3,2,1,3,3,5.0,5,4,7,3,5,4,5,5,4,5,3,5,4,4,4,5,3,1,1.5,2
22148,Sacred Couch,2025.0,5,5,5,3,4,3,5,5,5,5,5,1,1,3,4,5.0,5,4,7,3,5,5,5,5,4,6,4,5,4,5,4,3,2,1,1.5,2
22149,Stand by Gene,2025.0,5,5,10,1,5,4,5,5,5,5,3,5,2,3,3,5.0,5,3,7,5,6,5,5,5,4,5,3,5,4,4,4,3,2,1,1.5,3
22150,Nice-Capades,2025.0,5,4,10,1,4,4,5,5,5,6,3,2,1,3,3,5.0,5,4,5,4,5,5,6,5,4,6,3,6,4,4,4,5,2,1,1.5,2
22151,Holby City series 18,2015.0,5,6,30,1,3,4,5,5,5,5,5,1,1,3,1,5.0,5,3,3,3,3,5,5,5,4,5,3,5,3,5,4,3,2,1,1.5,1
22152,Cromo,2015.0,6,3,5,1,4,4,6,5,5,5,6,1,1,4,2,5.0,6,3,1,4,5,6,6,5,4,5,3,5,4,5,4,4,5,1,1.5,1
22153,Jafaa (TV series),2024.0,5,2,25,5,4,3,6,6,5,5,5,1,1,2,3,5.0,5,3,3,5,4,5,6,5,4,6,4,5,3,4,5,6,4,2,2.0,2
22155,Cheer Up! (TV series),2015.0,5,2,20,4,4,4,6,6,6,5,5,1,1,3,3,5.0,5,4,6,4,6,5,6,5,4,5,4,5,4,4,4,5,2,1,1.5,2
22156,Ek Tha Chander Ek Thi Sudha,2016.0,5,2,10,3,3,2,5,5,5,4,3,2,1,3,2,4.0,5,3,3,5,5,4,5,5,3,5,4,5,2,3,3,3,4,1,1.5,2
22157,Winterthorne,2015.0,5,1,25,4,2,4,5,5,3,6,3,2,1,3,3,5.0,5,3,3,5,4,4,6,5,4,5,4,5,4,4,5,6,5,4,2.5,2
22158,Summer Lovin' (Modern Family),2025.0,5,6,10,3,3,3,5,5,5,6,5,1,1,2,5,5.0,5,4,4,3,5,5,5,5,4,5,3,5,3,4,4,4,2,1,1.5,2
22159,The Day Alex Left for College,2025.0,5,6,10,1,4,3,5,5,5,5,5,1,1,2,4,5.0,5,3,5,3,6,5,5,5,4,5,3,5,4,3,4,4,1,1,1.5,1
22160,Fried (2015 TV series),2015.0,5,3,5,1,3,3,5,4,5,5,5,1,1,2,1,4.0,4,3,3,3,6,5,4,3,3,5,2,5,2,2,4,2,1,1,1.0,1
22161,Youth Power,2015.0,5,3,10,4,4,4,6,6,6,5,5,1,1,3,3,4.0,5,3,5,4,6,5,5,5,4,5,4,5,4,4,4,6,3,1,1.5,2
22162,Purpose in the Machine,2023.0,5,5,20,3,3,4,5,5,5,5,3,6,6,5,5,5.0,6,3,6,5,3,5,5,5,4,5,4,5,5,5,4,5,5,2,2.5,3
22163,Palak Pe Jhalak,2015.0,5,1,10,3,4,3,5,5,5,5,3,5,4,3,1,5.0,5,4,5,5,6,3,5,5,3,5,2,5,4,4,4,3,4,1,1.5,1
22164,Bitter Sweet (TV series),2015.0,5,5,10,3,3,2,5,5,5,5,5,1,1,2,3,5.0,5,3,4,3,5,5,5,5,4,5,4,5,3,3,4,5,2,1,1.5,1
22165,All the Way (2016 film),2016.0,5,3,20,3,3,4,6,5,4,6,7,1,1,5,5,5.0,5,3,5,3,3,6,6,5,4,5,4,5,5,5,4,5,4,1,1.5,2
22166,My Struggle (The X-Files),2025.0,5,2,8,5,4,4,6,6,5,6,2,7,6,5,5,6.0,6,4,3,5,3,4,6,6,4,6,4,6,4,5,4,5,5,4,2.5,3
22167,Home Again (The X-Files),2025.0,5,2,5,5,5,4,6,6,6,6,3,5,5,4,4,5.0,6,3,5,5,4,4,6,6,4,6,4,5,4,4,5,5,5,4,2.5,2
22168,Mulder and Scully Meet the Were-Monster,2025.0,5,2,5,1,4,4,5,5,5,6,2,6,6,5,3,5.0,6,3,7,5,5,5,6,5,4,6,3,5,4,5,4,5,5,1,1.5,2
22169,Babylon (The X-Files),2025.0,5,4,10,5,4,3,5,5,5,6,4,2,2,4,4,5.0,6,3,5,5,3,5,6,6,4,5,4,5,4,5,4,5,5,2,2.5,3
22170,Founder's Mutation,2025.0,5,2,20,3,3,2,5,5,4,5,3,5,5,5,5,6.0,5,4,3,5,3,4,6,6,4,5,4,5,4,5,5,5,5,2,2.0,3
22171,My Struggle II,2025.0,5,4,20,5,4,4,5,6,5,5,2,7,6,5,4,5.0,6,3,3,5,3,3,6,6,4,6,4,5,4,5,5,5,5,1,2.0,3
22172,Jake the Brick,2025.0,3,2,5,1,4,3,5,5,5,5,2,6,5,4,3,5.0,5,3,5,5,5,3,5,5,4,6,3,6,2,3,3,2,2,1,1.5,1
22173,Private Investigator (TV series),2022.0,5,1,20,3,4,4,5,6,6,5,5,1,1,3,2,4.0,4,4,5,3,6,5,5,4,4,5,3,5,5,4,4,3,2,1,1.0,1
22174,Descendants: Wicked World,2016.0,5,4,30,3,4,3,4,5,5,5,3,6,2,4,3,5.0,5,3,5,4,5,5,5,5,4,5,2,5,4,3,3,4,2,1,1.0,2
22175,The Go-Between (2015 film),2015.0,5,3,10,3,4,3,6,5,5,6,5,1,1,3,3,5.0,6,3,5,5,5,5,6,5,4,5,4,5,3,4,5,5,3,4,3.5,2
22176,The Land Ship,2025.0,5,3,10,3,4,4,5,5,5,5,5,2,1,5,4,5.0,5,3,6,4,5,5,5,5,4,5,3,5,4,4,4,5,3,2,2.0,2
22177,A Shot in the Dark (Family Guy),2025.0,3,1,6,5,2,2,4,3,3,5,2,1,1,2,4,3.0,4,3,6,5,3,3,5,5,4,5,2,5,3,5,3,5,5,1,1.5,3
22178,Where My Country Gone?,2025.0,3,3,20,3,1,2,3,2,2,3,2,1,1,5,4,5.0,4,3,3,6,2,2,5,5,3,5,1,5,3,5,3,3,5,1,2.0,2
22179,Scruffy (1980 film),2025.0,3,3,20,1,5,4,5,7,5,5,5,2,1,4,5,5.0,5,3,7,3,5,4,6,5,3,5,5,5,5,5,4,5,5,1,2.0,3
22180,Pyaar Ko Ho Jaane Do,2014.0,5,3,5,5,3,3,5,6,3,5,3,1,1,4,3,5.0,5,3,3,5,3,4,5,5,3,5,4,5,3,5,5,6,5,2,2.5,3
22181,Walnuts &amp; Rain,2025.0,3,3,3,1,4,4,3,5,5,5,2,7,6,5,2,5.0,6,3,7,5,5,3,6,6,4,5,3,5,4,5,2,3,4,1,1.5,3
22182,Blood Lake: Attack of the Killer Lampreys,2014.0,3,5,10,1,3,3,2,2,2,3,2,3,2,3,5,3.0,3,3,5,3,3,2,3,3,3,3,1,2,4,5,1,2,5,1,1.5,2
22183,Celia (2015 TV series),2019.0,6,1,25,5,5,5,6,6,6,6,6,1,1,4,4,5.0,6,3,7,3,6,6,6,5,4,6,4,6,5,5,4,5,3,1,1.5,3
22184,"Carlos, rey emperador",2015.0,5,1,30,5,3,5,5,5,2,5,6,1,1,5,5,6.0,7,3,6,2,5,6,6,6,4,5,3,5,4,5,3,5,2,1,1.5,2
22185,First Time Again,2025.0,5,1,15,3,3,3,6,6,5,6,3,5,2,5,5,6.0,6,4,3,5,3,5,6,6,4,6,4,5,4,5,4,5,5,4,3.5,3
22186,Thekkathi Ponnu,2017.0,5,3,30,5,4,4,6,5,6,6,5,1,1,4,3,5.0,6,3,5,4,5,5,6,5,4,6,4,5,4,3,4,5,2,1,2.0,1
22187,Whisker Haven,2021.0,3,6,7,1,4,3,3,2,3,3,1,7,5,5,3,4.0,5,3,5,2,6,3,5,5,3,4,1,5,3,3,2,3,1,1,1.0,1
22188,Nature Cat,2024.0,5,2,10,1,5,3,5,4,5,5,5,2,1,3,2,5.0,5,3,7,2,7,5,5,5,4,5,2,5,4,4,3,2,1,1,1.0,1
22189,Hell Week (Scream Queens),2025.0,5,6,12,5,3,3,3,4,3,5,2,5,1,4,5,5.0,5,4,3,5,3,3,6,6,4,6,2,5,4,5,4,3,5,4,2.0,3
22190,Pilot (Scream Queens),2025.0,4,4,5,1,2,1,3,2,2,5,2,3,2,3,2,5.0,5,4,2,5,3,2,5,5,3,5,2,5,1,5,2,1,5,1,1.0,3
22191,Chainsaw (Scream Queens),2025.0,4,5,10,1,2,3,4,3,3,5,2,3,2,3,4,5.0,5,4,3,5,3,3,6,6,3,5,2,5,3,5,3,2,5,2,2.0,2
22192,Haunted House (Scream Queens),2025.0,5,6,20,3,2,3,5,3,3,5,3,3,2,4,5,5.0,5,4,3,5,5,3,5,6,4,5,2,5,4,5,4,3,5,4,2.5,3
22193,Ice Fantasy,2016.0,3,4,30,3,4,3,4,6,5,5,2,7,6,5,5,6.0,6,4,3,5,3,3,6,6,3,5,4,5,4,5,4,5,5,2,2.5,3
22194,An Klondike,2025.0,6,3,20,3,4,4,6,6,5,6,6,1,1,5,3,6.0,6,3,5,5,6,6,6,6,4,6,4,6,4,4,4,5,3,1,1.0,2
22195,The Goldbergs season 3,2025.0,5,3,10,3,4,3,5,5,5,5,5,1,1,2,3,5.0,5,3,5,3,5,5,5,5,4,5,3,5,3,3,4,4,1,1,1.5,2
22196,Willi und die Windzors,2021.0,3,3,20,3,4,4,5,5,5,5,2,2,1,5,3,5.0,5,3,7,5,3,3,5,5,4,5,3,5,5,5,4,5,5,1,1.5,3
22198,Under the Veil,2015.0,4,4,30,3,3,4,5,5,5,5,2,6,1,5,3,5.0,6,3,4,5,3,4,6,5,4,5,4,5,5,5,5,5,5,4,3.5,3
