book_idx,title,year,9_how_realistic_did_you_find_the_dialogue_in_the_movie,1_how_many_protagonists_were_there_a_protagonist_is_the_person_or_enti,3_approximately_how_many_named_side_characters_are_in_this_movie_feel,5_if_you_checked_any_of_the_above_how_relevant_are_these_aspect_s_of_t,8a_how_likable_was_this_protagonist_by_likable_we_mean_easy_to_relate,8b_how_competent_was_this_protagonist_by_competent_we_mean_effective_a,11_how_real_did_this_protagonist_feel_to_you,12_how_emotionally_invested_were_you_in_this_protagonist,13_how_relatable_did_you_find_this_protagonist,5_in_your_opinion_how_would_you_rate_the_quality_of_the_character_writ,3_how_realistic_was_the_world_of_the_movie_by_realistic_we_mean_plausi,5_how_fantastical_was_the_world_of_the_movies_by_fantastical_we_mean_a,6_how_science_fictional_was_the_world_of_the_movie_by_science_fictiona,7_overall_how_relevant_was_world_building_to_the_movie_world_building,8_how_many_major_settings_does_the_movie_contain_here_we_re_asking_you,4_how_immersive_did_you_find_this_setting_by_immersive_we_mean_fully_r,5_in_your_opinion_how_would_you_rate_the_quality_of_the_setting_and_wo,7_on_the_whole_how_would_you_describe_the_pace_of_the_movie_pace_is_th,12a_on_a_scale_of_1_entirely_unresolved_to_7_entirely_resolved,12b_on_a_scale_of_1_very_unsurprising_predictable_to_7_very_surprising,12c_on_a_scale_of_1_very_confusing_to_7_very_easy_to_understand,19_how_convincing_did_you_find_the_plot_by_convincing_we_mean_believab,3_how_evocative_did_you_find_the_visual_style_by_evocative_we_mean_aff,4_how_interesting_did_you_find_the_visual_style_by_interesting_we_mean,7_now_let_s_talk_pun_intended_about_dialogue_in_your_opinion_how_was_t,8_how_engaging_did_you_find_the_dialogue_in_the_movie,5_to_what_extent_did_you_feel_moved_by_this_movie_on_an_emotional_basi,13_how_much_did_you_like_the_score,8c_how_proactive_was_this_protagonist_by_proactive_we_mean_motivated_a,plot_driven,character_driven,character_development,opening_hook,time_linearity,plot_linearity,ending_reversal
11268,The Waltz Invention,1938.0,5,3,10,3,2,2,5,4,3,5,3,5,5,4,3,5,5,3,7,5,5,5,5,5,4,5,3,5,4,4,5,5,5,1,1,3
11269,Tom Swift and His Great Searchlight,1912.0,4,1,10,3,4,5,3,5,4,5,5,5,5,3,2,5,5,3,6,3,6,5,5,5,3,5,2,5,5,4,2,3,3,1,1,2
11270,"Bata, Bata... Pa'no Ka Ginawa?",1988.0,6,1,10,4,4,4,6,6,6,6,6,1,1,3,2,6,5,3,7,4,6,6,6,5,4,6,4,5,4,3,5,5,2,1,1,3
11271,Celia en el mundo,1934.0,5,1,10,4,4,4,6,6,5,6,5,3,1,4,3,6,6,3,6,5,6,5,5,5,4,6,4,5,5,4,5,5,4,1,1,3
11272,Tom Swift and His Giant Cannon,1913.0,4,1,5,3,4,4,3,5,3,5,4,5,5,4,2,5,5,3,5,3,6,5,4,5,4,5,2,5,4,4,2,2,4,1,1,1
11273,Tom Swift and His Photo Telephone,1914.0,5,2,5,3,4,4,5,5,5,5,5,5,5,4,3,5,5,4,5,3,6,5,5,5,4,5,3,5,5,5,4,3,4,1,1,2
11274,The Sweet Smell of Psychosis,1997.0,6,1,10,4,2,3,5,3,5,6,5,1,1,4,1,6,6,3,5,5,4,5,6,6,4,6,4,5,2,2,5,3,3,2,1,1
11275,The Laws of Our Fathers,1996.0,5,1,20,3,4,4,6,5,5,6,6,1,1,4,2,6,6,3,5,4,6,5,5,5,4,5,4,5,4,4,4,4,3,4,3,1
11276,Reversible Errors,2002.0,6,1,10,3,4,4,6,5,5,6,5,1,1,3,2,6,6,3,6,5,6,6,5,5,4,5,4,5,4,4,4,3,3,2,1,3
11277,Personal Injuries,1999.0,6,2,10,3,1,3,5,5,2,6,6,1,1,3,2,6,5,4,5,5,6,6,5,5,4,6,4,5,3,5,3,3,5,1,1,2
11278,Limitations (novel),2006.0,6,1,10,4,4,4,6,6,6,6,6,1,1,4,1,6,6,3,5,5,6,6,5,5,4,5,4,5,3,4,5,5,4,1,1,2
11281,Last of the Duanes (novel),1996.0,5,1,15,4,4,4,6,6,5,6,5,2,1,5,3,6,6,3,5,5,6,5,5,5,4,5,4,5,4,5,4,5,4,1,1,2
11282,The Republic of Wine,1992.0,5,2,10,3,3,3,5,4,3,6,3,6,2,5,1,6,6,3,3,5,3,3,6,6,4,5,3,5,4,3,4,2,5,1,1,1
11283,Hello Sailor (novel),1975.0,5,1,10,4,2,2,2,2,2,5,2,5,2,2,1,5,5,3,3,5,5,2,5,5,4,5,2,5,2,3,2,1,4,1,2,1
11284,Till A' the Seas,1935.0,5,1,2,3,3,2,5,5,3,4,5,2,5,5,2,6,6,2,1,5,5,5,6,5,3,5,4,5,3,4,4,1,4,1,2,3
11285,Vitamins (short story),1981.0,5,2,10,3,3,3,5,4,4,5,5,1,1,2,3,5,4,3,3,3,6,5,4,5,4,5,3,5,4,3,4,2,2,1,1,2
11286,Tell No One (novel),2001.0,6,1,10,4,4,4,6,6,5,6,5,1,1,2,2,6,5,4,5,5,6,6,5,5,4,6,4,6,4,4,4,5,5,2,2,3
11287,The End (story),1953.0,5,2,5,4,3,3,5,4,3,6,5,2,1,3,1,5,5,3,5,5,4,5,5,5,4,5,4,5,2,2,3,2,3,2,1,2
11288,Arturo's Island,1957.0,5,1,5,4,4,3,6,6,5,6,5,2,1,5,3,6,6,3,5,5,5,5,6,5,4,5,4,5,3,4,5,5,3,1,1,2
11289,Final Blackout,1948.0,5,1,15,3,3,5,5,5,3,5,5,3,6,5,4,6,6,4,5,5,5,5,6,5,4,5,4,5,5,5,3,5,4,1,1,3
11290,The Loch (novel),2005.0,5,1,20,3,4,4,5,5,5,5,4,6,5,5,3,6,6,3,7,5,6,4,6,5,4,5,4,5,5,5,4,5,4,1,1,2
11291,The World Is Full of Married Men,1968.0,5,3,10,4,1,2,5,3,3,4,5,1,1,3,2,5,5,3,3,3,5,5,5,5,3,5,4,5,2,4,5,3,3,1,1,3
11292,The Stud (novel),1969.0,5,4,10,4,2,3,5,4,3,5,4,1,1,2,3,5,4,3,5,5,5,5,5,5,3,5,3,5,4,4,4,5,3,1,1,3
11293,Sister of My Heart,1999.0,5,2,10,4,4,4,6,6,5,6,5,2,1,4,2,6,6,3,6,3,6,5,6,5,4,6,4,5,4,3,5,5,3,1,1,2
11294,Julian: A Christmas Story,2006.0,5,2,15,4,4,4,5,5,5,6,5,5,6,5,2,6,6,3,5,5,5,5,5,5,4,6,4,5,4,4,5,5,4,1,1,2
11295,Sunday Simmons &amp; Charlie Brick,1971.0,5,3,5,4,4,3,6,5,5,5,5,2,1,3,3,5,5,3,5,4,6,5,5,5,4,5,4,5,4,3,4,5,3,2,1,2
11296,The Taking of the Gry,1934.0,5,2,10,3,4,5,5,5,5,5,5,3,1,5,2,5,6,3,6,5,6,5,5,5,4,5,4,5,5,5,3,4,3,1,1,3
11297,Blood Shot (novel),1988.0,5,1,10,4,4,4,6,5,5,6,5,1,1,3,2,6,5,3,6,5,6,5,5,5,4,5,4,5,5,4,4,4,4,1,1,3
11298,The Great Man (novel),2007.0,5,4,7,4,3,3,6,5,5,6,5,1,1,3,3,5,5,3,5,5,6,6,5,5,4,5,4,5,2,3,5,3,3,4,2,1
11299,Midnight's Choice,1998.0,5,3,10,4,4,4,6,6,5,6,5,6,5,5,1,6,6,4,7,6,6,5,6,6,4,6,4,5,5,5,5,6,4,1,1,3
11300,Strange Life of Ivan Osokin,1915.0,5,1,10,4,4,3,6,6,6,6,5,5,4,3,1,6,6,3,4,5,5,6,5,5,4,5,4,5,4,3,5,6,4,4,2,2
11301,The Good Parents,2008.0,5,1,10,4,4,3,5,5,5,5,5,1,1,1,1,5,4,3,3,5,5,5,5,5,4,5,4,5,3,4,4,5,4,1,1,2
11302,Stiff (novel),1994.0,5,1,10,3,3,2,5,5,5,5,5,1,1,2,3,5,5,3,5,5,6,5,5,5,4,5,3,5,3,4,3,4,4,1,1,2
11303,Wild Blood (novel),1999.0,5,3,20,4,4,4,6,6,5,6,5,6,5,5,2,6,6,4,7,5,6,5,6,5,4,5,4,5,5,4,5,7,4,1,1,3
11304,Faces in the Moon,1994.0,5,1,10,5,4,3,6,6,6,6,6,1,1,4,3,6,5,3,5,3,5,5,6,5,4,5,5,5,4,2,5,6,5,4,3,2
11305,The Babysitter (novel series),1989.0,5,1,5,4,3,3,5,5,5,5,5,1,1,3,1,5,4,4,6,5,6,5,5,5,4,5,4,5,4,4,4,3,5,1,1,3
11306,The Unexpected Guest (novel),1999.0,5,2,10,3,3,4,5,5,5,6,5,1,1,2,1,6,5,3,5,6,6,6,6,5,4,6,4,5,5,5,5,5,5,4,1,3
11307,Spider's Web (novel),2000.0,5,1,10,3,3,3,5,5,4,5,5,1,1,3,3,5,5,3,6,5,5,5,5,5,4,5,4,5,4,5,4,4,5,1,1,3
11308,Which Witch? (novel),1979.0,5,3,10,4,4,4,5,5,5,6,2,6,5,5,2,6,6,4,7,5,6,5,6,5,4,6,3,5,5,5,5,5,4,1,1,3
11309,The Spare Room,2008.0,6,2,10,5,4,3,6,6,6,6,6,1,1,1,2,6,5,3,6,3,6,6,6,5,4,6,5,6,4,3,5,5,3,2,2,2
11311,The Finishing School (Spark novel),2004.0,5,2,5,3,3,3,5,5,5,6,5,1,1,3,2,5,5,3,4,5,6,5,5,5,4,5,4,5,3,3,4,4,3,1,1,1
11312,Remember Me (Clark novel),1994.0,5,2,10,4,4,3,6,6,6,6,5,2,1,3,3,6,5,3,5,4,6,5,6,5,4,5,5,5,4,4,5,5,4,2,1,3
11313,The Suffrage of Elvira,1958.0,5,1,15,4,4,3,5,5,5,6,5,1,1,4,2,6,6,3,5,5,6,5,5,5,4,6,3,5,3,4,3,3,2,1,1,1
11314,Indian Killer,1996.0,5,3,10,5,4,3,6,6,5,6,6,1,1,4,2,6,6,3,3,5,5,5,6,5,4,6,4,5,4,4,5,6,5,1,2,3
11315,On (novel),2001.0,5,1,10,4,4,3,5,6,5,5,3,6,6,5,3,6,6,3,3,5,5,4,6,6,4,5,4,5,4,4,5,5,4,2,2,2
11316,The Innocent Mage,2005.0,5,2,10,4,4,3,6,5,5,6,4,6,6,5,3,6,6,3,5,5,6,5,5,5,4,5,4,5,4,4,4,5,4,1,1,2
11317,Lords of Creation,1949.0,5,1,10,3,4,4,5,5,3,5,4,6,6,5,3,5,5,3,7,3,5,4,5,5,3,5,3,5,5,5,3,5,4,1,1,3
11318,The Big Wave,1948.0,5,2,5,4,4,4,6,6,6,6,5,1,1,4,2,6,6,3,6,5,6,5,6,5,4,5,4,6,5,4,5,6,4,1,1,2
11319,Maisie Dobbs,2003.0,6,1,10,4,4,5,6,6,6,6,6,1,1,4,3,6,6,3,6,5,6,6,6,5,4,6,4,5,5,4,5,6,3,1,1,2
11320,Po-on,1984.0,5,2,10,5,4,4,6,6,5,6,6,1,1,5,2,6,6,3,5,5,5,6,6,5,4,5,4,5,4,4,5,6,3,1,1,3
11321,Mauprat (novel),1837.0,5,2,10,4,2,3,5,5,5,6,5,2,1,4,2,6,5,3,6,5,5,5,5,5,4,5,4,5,3,3,5,5,4,2,2,2
11322,The Angel's Game,2008.0,5,1,10,4,4,4,6,6,5,6,5,4,1,5,1,6,6,3,5,5,5,5,6,6,4,6,4,5,4,3,5,5,4,2,1,3
11323,American Beauty (Dean novel),2006.0,5,4,10,3,3,3,5,5,5,5,5,1,1,3,2,5,4,3,5,3,5,5,5,5,4,5,4,5,4,4,4,5,4,1,1,1
11324,Where Are You Now? (novel),2008.0,5,1,10,4,4,4,6,6,5,6,5,1,1,2,2,6,5,3,5,5,6,5,5,5,4,5,4,5,5,4,4,5,5,2,1,2
11326,Mass Effect: Ascension,2008.0,5,3,15,4,4,3,5,5,5,6,5,6,7,5,3,6,6,3,5,4,5,5,5,5,4,5,4,5,4,4,4,5,4,1,1,2
11328,Prayers for Rain,1999.0,5,1,10,4,4,4,6,6,5,6,6,1,1,3,3,6,6,4,6,5,6,6,6,5,4,6,4,5,5,4,4,5,4,2,1,3
11329,Leviathan (Auster novel),1992.0,5,2,15,4,4,3,6,6,5,6,5,1,1,3,3,6,6,3,6,5,5,5,6,5,4,5,4,5,5,4,5,6,4,4,4,3
11330,Requiem for a Spanish Peasant,1953.0,5,1,5,4,4,3,6,6,5,6,5,1,1,3,1,6,6,3,5,5,5,5,6,5,4,5,4,6,3,2,4,5,3,4,3,2
11331,Pushing the Bear,1996.0,6,6,20,5,5,4,6,7,6,6,7,1,1,5,6,6,6,3,6,5,6,7,6,6,5,6,5,6,2,4,5,5,4,1,1,1
11332,The Nemesis of Faith,1849.0,5,2,10,5,3,2,6,6,6,6,5,1,1,3,3,5,5,3,3,5,5,5,5,5,4,5,5,5,3,2,5,5,4,4,4,3
11333,"Lost boy, lost girl",2003.0,5,3,10,4,4,3,6,6,5,6,5,5,1,4,2,6,6,3,4,5,5,5,5,5,4,5,4,5,4,4,5,5,5,2,1,3
11334,The Assassini,1990.0,5,1,15,4,4,4,5,5,5,6,5,2,1,4,3,6,6,4,5,5,5,5,5,5,4,5,4,5,4,5,4,4,4,2,1,2
11335,Floating Dragon,1982.0,5,4,20,4,3,4,5,5,4,5,4,6,5,5,1,6,6,4,7,5,5,5,6,5,4,5,4,5,5,5,4,5,5,1,1,3
11336,The World Below,1929.0,5,2,10,3,3,3,4,5,2,5,2,6,6,5,3,6,6,3,5,5,5,3,5,5,4,5,3,5,4,4,2,4,3,2,2,2
11337,"Come Home, Charlie, and Face Them",1969.0,5,1,10,4,3,3,5,5,5,5,5,1,1,4,3,6,5,3,7,5,6,5,6,5,4,5,4,5,4,5,5,5,4,1,1,3
11338,Miramar (novel),1967.0,6,4,5,4,4,3,6,5,5,6,6,1,1,5,1,6,6,3,5,5,5,6,6,6,4,6,4,6,3,2,5,4,2,4,4,1
11339,Crooked Zebra,2004.0,5,2,10,4,3,3,6,5,5,5,5,1,1,3,2,5,5,3,5,5,5,5,5,5,4,5,4,5,3,4,4,5,4,1,1,3
11340,Brethren (novel),2006.0,5,2,20,4,4,4,5,5,5,5,4,5,1,5,3,5,6,3,5,3,5,4,5,5,4,5,3,5,4,5,4,5,3,4,2,2
11341,Warrior's Return,2008.0,5,2,10,4,4,4,5,6,5,6,4,6,2,5,3,6,6,4,7,4,6,5,5,5,4,5,4,5,4,4,4,5,4,1,1,2
11342,Space Platform,1953.0,4,1,10,3,3,4,4,4,3,4,4,3,6,5,1,5,5,3,5,3,5,4,5,5,3,5,3,5,5,5,3,3,4,1,1,1
11344,Roxy's Baby,2005.0,5,1,10,4,4,2,6,6,5,6,6,1,1,4,3,6,5,3,5,6,5,5,6,5,4,5,4,5,4,4,5,5,5,1,1,3
11345,Empire of the Atom,1957.0,5,1,15,3,4,4,5,5,3,6,4,6,6,5,5,6,6,3,6,5,5,4,6,5,4,5,4,5,5,5,4,5,4,1,1,2
11346,The Fall of Colossus,1974.0,5,3,10,4,3,4,5,5,5,5,5,6,6,5,3,6,6,4,5,5,5,5,6,5,4,5,4,5,4,5,4,5,5,4,4,3
11347,Flower Net,1997.0,5,2,10,4,4,4,6,6,5,6,6,1,1,5,3,6,6,3,7,5,5,5,6,5,4,5,4,5,4,4,5,5,5,4,3,3
11348,Goddess of Yesterday,2002.0,5,1,20,4,4,4,6,6,5,6,5,5,1,5,4,6,6,4,6,5,6,5,6,5,4,5,4,5,5,4,5,6,4,2,1,3
11349,Black Notice,1999.0,5,3,10,4,4,4,6,6,5,6,5,1,1,3,3,6,6,3,5,5,6,5,5,5,4,5,4,5,4,5,4,4,5,2,2,3
11350,The General of the Dead Army (novel),1963.0,5,2,10,4,4,4,6,5,5,6,6,1,1,3,2,6,6,3,5,5,6,6,6,5,4,5,4,5,4,3,4,5,3,1,1,1
11351,The Siege (Kadare novel),1970.0,5,5,20,4,3,2,5,5,4,6,6,2,1,5,1,6,6,3,5,5,5,5,6,6,4,5,4,5,4,5,4,2,4,1,1,3
11352,Sharpe's Ransom,1995.0,5,1,10,3,4,5,6,5,5,6,5,1,1,4,2,6,6,3,7,4,6,5,5,5,4,5,3,5,5,4,4,4,3,1,1,3
11353,My Bonny Light Horseman,2008.0,5,1,20,5,4,4,6,6,6,6,5,5,1,5,6,6,6,4,7,5,6,5,6,6,4,6,4,6,5,5,5,6,4,1,1,3
11354,Lock and Key (novel),2008.0,5,1,10,4,4,4,6,6,6,6,5,1,1,2,3,6,5,3,7,4,6,6,6,5,4,6,4,5,4,4,5,6,4,1,1,2
11355,Anekdote zur Senkung der Arbeitsmoral,1963.0,5,2,2,3,3,3,6,5,5,6,5,1,1,3,1,6,6,3,7,5,6,6,6,5,5,6,4,5,2,2,5,5,3,1,1,1
11356,Strychnine in the Soup,1931.0,5,2,5,3,4,4,5,5,5,5,5,3,1,3,1,5,5,3,7,3,6,5,5,5,4,5,3,5,4,3,4,3,2,1,1,3
11357,Fearless Fourteen,2008.0,5,1,25,4,4,4,5,5,5,5,4,5,1,3,6,5,5,4,7,3,6,5,5,5,4,6,3,5,5,5,4,3,4,1,1,3
11358,The Interior (novel),1999.0,5,2,10,5,4,4,6,6,5,6,6,1,1,5,1,6,6,3,6,5,5,6,6,5,4,5,4,5,4,4,4,4,4,1,1,2
11359,Artemis Fowl and the Lost Colony,2006.0,5,4,20,4,4,5,6,6,5,6,3,7,6,5,6,6,6,4,7,5,6,5,6,6,4,6,4,6,5,5,4,5,5,4,4,3
11360,Daddy (novel),1989.0,5,2,10,4,3,3,5,5,5,5,5,1,1,2,3,5,3,3,5,5,5,5,5,5,4,5,4,5,4,4,5,5,2,2,1,3
11361,A Single Man (novel),1964.0,6,1,5,5,4,3,6,6,6,6,5,1,1,3,5,6,5,3,5,5,6,6,6,5,4,6,5,6,3,2,5,5,3,2,1,1
11362,Against All Things Ending,2010.0,5,3,30,5,4,4,6,6,5,6,5,7,5,5,6,6,6,3,5,6,3,5,6,6,4,5,5,5,5,5,5,6,4,4,2,3
11363,The Last Dark,2013.0,5,4,20,4,3,4,6,6,5,6,5,6,6,5,5,6,6,3,7,5,5,5,6,6,4,5,4,6,4,5,5,6,4,4,1,3
11364,Conan the Formidable,1990.0,5,5,15,4,4,4,5,5,4,5,3,6,5,5,3,6,6,4,6,5,5,4,6,5,4,5,3,5,5,5,3,2,5,1,1,3
11365,The Fermata,1994.0,5,1,10,3,2,3,5,4,3,4,3,6,6,4,2,5,5,3,6,5,5,4,5,5,3,5,2,5,4,3,5,5,4,4,1,2
11366,Brasyl,2007.0,5,3,15,4,4,4,6,5,5,6,5,6,6,5,3,6,6,3,5,5,5,5,6,6,4,6,4,5,5,4,4,5,4,4,4,1
11367,Lucy Sullivan Is Getting Married,1996.0,5,1,10,4,4,3,6,6,6,6,6,1,1,1,2,5,3,3,6,3,6,5,5,5,4,6,4,5,4,3,5,5,3,1,1,2
11369,Wicked Lovely,2007.0,5,1,15,4,4,4,5,6,5,5,3,6,5,5,3,6,6,3,5,5,6,5,6,5,4,5,4,5,4,4,5,5,4,1,1,2
11370,Keeping the Moon,1999.0,5,1,5,4,4,4,6,6,6,6,6,1,1,3,3,5,5,3,7,3,6,5,5,5,4,6,4,5,4,3,5,6,2,1,1,2
11371,A Fraction of the Whole,2008.0,5,2,10,4,3,3,6,5,5,6,5,1,1,3,2,6,6,3,5,5,4,5,5,5,4,5,4,5,3,3,4,4,4,4,4,2
11372,The Sunken World,1928.0,5,1,10,3,4,3,5,5,3,5,3,6,6,5,3,6,6,3,3,4,5,4,6,6,4,5,4,5,4,5,4,5,4,1,1,3
11373,The Vintner's Luck,1998.0,5,2,15,4,4,4,6,6,5,6,4,6,3,5,1,6,6,3,6,5,6,5,6,6,4,6,5,5,4,3,5,6,4,1,1,2
11374,The Underdog (novel),1999.0,5,1,10,4,4,3,6,6,6,6,6,1,1,3,2,6,5,3,6,3,6,6,6,5,4,5,4,5,3,3,5,5,2,1,1,1
11375,The Otterbury Incident,1948.0,6,4,20,4,4,4,6,6,5,6,6,1,1,5,1,6,6,4,7,5,6,5,6,5,4,6,4,5,5,5,4,5,3,1,1,3
11376,Dragon Bones (See novel),2003.0,5,2,20,4,4,4,6,6,5,5,6,1,1,5,3,6,6,3,5,5,5,5,6,6,4,5,4,5,4,4,5,5,4,2,1,2
11377,War of the Rats,1999.0,6,3,5,4,4,5,6,6,5,6,6,1,1,4,1,6,6,3,6,5,6,6,6,5,4,5,4,6,4,5,4,4,4,1,1,2
11378,An Expert in Murder,2008.0,5,3,15,4,4,4,6,5,5,6,6,2,1,5,2,6,6,3,6,5,6,5,6,6,4,6,4,5,4,4,4,3,4,1,1,1
11379,Wild Meat and the Bully Burgers,1996.0,5,2,15,5,4,3,6,6,5,6,5,1,1,4,3,6,6,3,6,5,5,5,5,5,4,5,4,5,4,4,5,6,4,1,1,3
11380,Murder Madness,1931.0,5,4,10,4,2,4,5,5,3,6,5,5,5,4,2,6,6,4,6,5,6,5,5,5,4,5,4,5,4,5,3,2,4,1,1,3
11381,Mulliner's Buck-U-Uppo,1926.0,5,2,10,3,4,4,5,5,5,6,4,5,2,3,1,5,5,4,7,5,6,4,5,5,4,6,3,5,4,4,4,5,2,1,1,2
11382,Pigeons from Hell,1938.0,5,2,10,3,3,3,5,5,3,5,3,5,1,5,1,6,6,4,7,6,5,6,6,6,4,5,4,5,3,5,3,1,5,1,1,3
11383,Minerva Clark Gets a Clue,2005.0,5,1,15,4,4,4,5,5,5,6,4,5,2,3,1,5,5,4,6,5,6,5,5,5,4,5,3,5,5,4,4,6,4,1,1,2
11384,Loss and Gain,1848.0,5,1,10,4,4,3,6,5,5,6,6,1,1,3,2,6,5,3,6,5,5,6,5,5,4,5,4,5,4,2,5,6,2,1,1,2
11385,A Tale of the Ragged Mountains,1844.0,5,2,5,3,3,3,5,5,5,6,4,6,4,5,3,6,6,3,6,6,5,5,6,6,4,5,4,5,4,4,5,3,5,4,4,3
11386,Imperial Bedrooms,2010.0,2,1,10,5,1,1,1,1,1,2,5,1,1,3,1,5,3,3,1,5,2,2,5,5,3,1,1,2,2,4,5,1,5,4,1,3
11387,Wolf Island (novel),2008.0,5,4,20,4,4,4,5,6,5,6,4,6,6,5,1,6,6,4,5,5,6,5,6,5,4,5,4,5,5,5,4,5,5,2,1,3
11388,Ivan's Appeal,2007.0,5,2,5,4,4,4,5,6,5,6,5,5,4,5,2,6,6,3,7,5,6,5,5,5,4,5,4,5,5,4,4,5,4,1,1,2
11389,La Boîte à merveilles,1954.0,5,1,20,4,4,3,6,6,5,6,6,3,1,5,4,6,6,3,6,3,6,6,6,5,4,5,4,5,2,2,5,4,2,4,2,2
11390,Gilda Joyce: Psychic Investigator,2005.0,5,2,10,4,4,4,6,6,5,5,5,5,2,4,2,5,5,4,7,4,7,5,5,5,4,5,4,5,5,4,4,5,3,1,1,1
11391,The Widows of Eastwick,2008.0,5,3,10,4,3,3,5,5,5,6,4,5,3,4,4,6,6,3,5,5,5,5,5,5,4,5,4,5,3,4,5,5,4,2,2,2
11392,Azincourt (novel),2008.0,5,1,10,4,4,4,6,6,5,6,6,1,1,5,6,6,6,4,7,5,6,5,6,6,4,5,4,5,5,5,5,6,5,1,1,3
11393,The Rat Race (novel),1950.0,5,1,10,3,3,4,5,5,4,5,4,5,5,3,2,5,5,3,3,5,5,4,5,5,4,5,3,5,4,4,3,5,5,4,4,3
11394,"After 12,000 Years",1950.0,5,2,10,3,3,3,5,5,4,5,4,6,6,5,3,5,5,3,5,5,5,3,5,5,4,5,3,5,4,4,4,5,4,1,1,2
11395,Leven Thumps and the Wrath of Ezra,2008.0,5,4,10,3,4,4,5,5,5,5,2,7,6,5,4,6,6,4,5,5,5,3,6,6,4,5,4,5,5,5,4,5,4,2,1,2
11396,Tom Swift and His Aerial Warship,1915.0,3,1,10,3,4,4,4,5,3,4,4,4,5,4,2,5,5,3,5,3,6,4,4,5,3,5,2,5,4,4,2,3,4,1,1,2
11397,The Silver Cloud Café,1996.0,5,3,20,4,4,4,5,5,5,6,5,3,1,5,3,6,6,3,6,5,4,4,6,6,4,5,4,5,4,5,5,5,5,4,4,3
11398,Lecture Demonstration,1973.0,5,1,5,3,4,4,5,5,5,5,5,5,6,5,1,5,5,3,7,3,6,5,5,5,4,5,3,5,5,4,3,3,4,1,1,2
11399,"Drums, Girls, and Dangerous Pie",2004.0,6,1,10,4,4,3,6,6,6,6,6,1,1,2,3,6,5,4,7,5,6,6,6,5,4,6,5,6,4,4,5,6,5,1,1,2
11400,Chiefs (novel),1981.0,5,3,25,5,4,3,6,5,5,6,6,1,1,5,3,6,6,3,7,5,5,6,6,5,4,6,5,5,4,5,5,5,5,2,4,3
11401,The Beautiful Room Is Empty,1988.0,5,1,5,5,4,3,6,6,6,6,6,1,1,3,3,6,5,3,5,5,6,5,5,5,4,6,5,5,4,2,5,6,2,2,1,2
11402,Christ in Concrete,1939.0,5,3,20,5,4,4,6,6,6,6,6,1,1,5,5,6,6,3,4,6,6,6,6,6,4,5,5,6,4,4,5,6,5,4,4,2
11403,The River (short story),1953.0,5,2,3,4,4,2,6,6,5,6,5,1,1,3,2,6,5,3,3,5,6,5,6,5,4,5,4,5,2,4,5,3,5,1,1,3
11404,The Life You Save May Be Your Own,1955.0,5,3,5,4,2,2,5,5,3,6,5,1,1,3,2,5,5,3,5,6,5,5,6,5,4,5,4,5,3,4,5,3,4,1,1,3
11405,A Stroke of Good Fortune,1949.0,5,1,10,4,3,3,6,5,5,6,5,1,1,2,1,5,4,3,5,5,6,5,5,5,4,5,4,5,2,2,5,4,3,1,1,2
11406,A.D.: New Orleans After the Deluge,2007.0,6,5,20,5,4,3,6,6,6,6,6,1,1,5,6,6,6,3,7,3,6,6,6,6,4,6,5,6,4,5,5,5,5,4,4,3
11407,"Blood Red, Snow White",2007.0,5,1,20,4,4,4,6,6,5,6,5,5,1,5,3,6,6,3,6,5,5,5,6,6,4,5,4,5,4,4,5,5,3,4,4,2
11408,The Celestial Plot,,5,2,15,4,4,2,5,5,5,5,5,5,6,4,3,6,6,3,5,6,5,5,5,5,4,5,4,5,4,4,4,5,4,2,2,3
11409,Always (short story),2007.0,5,2,10,4,2,2,5,5,4,4,3,5,5,5,1,5,6,3,3,5,5,4,5,5,3,5,4,5,2,4,5,5,5,2,1,2
11410,Flowers for Algernon,1959.0,6,1,10,5,5,4,7,7,6,6,6,1,5,3,1,6,5,3,6,5,6,6,6,6,5,6,5,6,4,2,5,7,4,2,2,3
11411,The High King's Tomb,2007.0,5,3,20,4,4,5,6,6,5,6,4,6,5,5,3,6,6,4,6,5,6,5,6,5,4,6,4,5,5,5,4,5,4,1,1,3
11413,Capital Crimes,2003.0,5,3,15,3,4,4,5,5,5,6,5,1,1,4,4,6,5,4,6,4,6,5,5,5,4,6,3,5,5,5,3,3,4,1,1,2
11414,The Tree on the Hill,1940.0,5,1,10,4,3,3,6,5,5,6,4,6,6,5,2,6,6,3,5,5,5,5,6,6,4,5,4,6,4,4,4,5,5,3,2,3
11415,Snow Flower and the Secret Fan,2005.0,5,2,10,5,3,3,6,6,5,6,6,1,1,5,3,6,6,3,6,5,6,6,6,6,4,5,5,5,4,3,5,6,3,4,1,2
11416,Unwed Mother (novel),1977.0,5,1,10,4,4,4,6,6,6,6,6,1,1,3,3,5,5,3,5,3,6,5,5,5,4,5,4,5,4,4,5,6,2,1,1,2
11417,Noite (novel),1954.0,5,1,10,4,3,2,5,5,4,6,4,6,2,5,4,6,6,3,5,5,5,4,6,6,4,5,4,5,2,4,5,5,5,4,4,3
11418,The Middle Moffat,1942.0,5,1,10,4,4,4,6,6,6,6,5,2,1,3,3,5,5,3,6,3,6,6,5,5,4,5,4,5,5,3,5,5,2,1,1,1
